#       i  cr  sl  tb  dcc  spigot  fiber/slb  fibcha/slbcha  subdet  ieta  iphi  depth
 43102814  21   1   u    0       0          6              0      HB   -10    20      1
 43101814  21   1   u    0       0          6              1      HB    -6    20      1
 43100814  21   1   u    0       0          6              2      HB    -2    20      1
 43102813  21   1   u    0       0          7              0      HB   -10    19      1
 43101813  21   1   u    0       0          7              1      HB    -6    19      1
 43100813  21   1   u    0       0          7              2      HB    -2    19      1
 43102016  21   1   u    0       0          8              0      HB    -8    22      1
 43101016  21   1   u    0       0          8              1      HB    -4    22      1
 43103016  21   1   u    0       0          8              2      HB   -12    22      1
 43102015  21   1   u    0       0          9              0      HB    -8    21      1
 43101015  21   1   u    0       0          9              1      HB    -4    21      1
 43103015  21   1   u    0       0          9              2      HB   -12    21      1
 43102014  21   1   u    0       0         10              0      HB    -8    20      1
 43101014  21   1   u    0       0         10              1      HB    -4    20      1
 43103014  21   1   u    0       0         10              2      HB   -12    20      1
 43102013  21   1   u    0       0         11              0      HB    -8    19      1
 43101013  21   1   u    0       0         11              1      HB    -4    19      1
 43103013  21   1   u    0       0         11              2      HB   -12    19      1
 43102C16  21   1   u    0       0         12              0      HB   -11    22      1
 43101C16  21   1   u    0       0         12              1      HB    -7    22      1
 43100C16  21   1   u    0       0         12              2      HB    -3    22      1
 43102C15  21   1   u    0       0         13              0      HB   -11    21      1
 43101C15  21   1   u    0       0         13              1      HB    -7    21      1
 43100C15  21   1   u    0       0         13              2      HB    -3    21      1
 43102C14  21   1   u    0       0         14              0      HB   -11    20      1
 43101C14  21   1   u    0       0         14              1      HB    -7    20      1
 43100C14  21   1   u    0       0         14              2      HB    -3    20      1
 43102C13  21   1   u    0       0         15              0      HB   -11    19      1
 43101C13  21   1   u    0       0         15              1      HB    -7    19      1
 43100C13  21   1   u    0       0         15              2      HB    -3    19      1
 43101416  21   1   u    0       0         16              0      HB    -5    22      1
 43100416  21   1   u    0       0         16              1      HB    -1    22      1
 43102416  21   1   u    0       0         16              2      HB    -9    22      1
 43101415  21   1   u    0       0         17              0      HB    -5    21      1
 43100415  21   1   u    0       0         17              1      HB    -1    21      1
