#       i  cr  sl  tb  dcc  spigot  fiber/slb  fibcha/slbcha  subdet  ieta  iphi  depth
 4550681F  25   6   u    0       0         21              3      HE   -26    31      5
 45304C1F  25   6   u    0       0         21              4      HE   -19    31      3
 4530681F  25   6   u    0       0         21              5      HE   -26    31      3
 45204C1F  25   6   u    0       0         22              0      HE   -19    31      2
 4530501F  25   6   u    0       0         22              1      HE   -20    31      3
 4530581F  25   6   u    0       0         22              2      HE   -22    31      3
 4530601F  25   6   u    0       0         22              3      HE   -24    31      3
 4520601F  25   6   u    0       0         22              4      HE   -24    31      2
 4520681F  25   6   u    0       0         22              5      HE   -26    31      2
 4E2289F6  25   6   u    0       0         23              0 CALIB_HE    -1    31      6
 4318281B  25   7   u    0       0          4              0      HB    10    27      1
 4318181B  25   7   u    0       0          4              1      HB     6    27      1
 4318081B  25   7   u    0       0          4              2      HB     2    27      1
 4318281C  25   7   u    0       0          5              0      HB    10    28      1
 4318181C  25   7   u    0       0          5              1      HB     6    28      1
 4318081C  25   7   u    0       0          5              2      HB     2    28      1
 4318281D  25   7   u    0       0          6              0      HB    10    29      1
 4318181D  25   7   u    0       0          6              1      HB     6    29      1
 4318081D  25   7   u    0       0          6              2      HB     2    29      1
 4318281E  25   7   u    0       0          7              0      HB    10    30      1
 4318181E  25   7   u    0       0          7              1      HB     6    30      1
 4318081E  25   7   u    0       0          7              2      HB     2    30      1
 4318201B  25   7   u    0       0          8              0      HB     8    27      1
 4318101B  25   7   u    0       0          8              1      HB     4    27      1
 4318301B  25   7   u    0       0          8              2      HB    12    27      1
 4318201C  25   7   u    0       0          9              0      HB     8    28      1
 4318101C  25   7   u    0       0          9              1      HB     4    28      1
 4318301C  25   7   u    0       0          9              2      HB    12    28      1
 4318201D  25   7   u    0       0         10              0      HB     8    29      1
 4318101D  25   7   u    0       0         10              1      HB     4    29      1
 4318301D  25   7   u    0       0         10              2      HB    12    29      1
 4318201E  25   7   u    0       0         11              0      HB     8    30      1
 4318101E  25   7   u    0       0         11              1      HB     4    30      1
 4318301E  25   7   u    0       0         11              2      HB    12    30      1
 43182C1B  25   7   u    0       0         12              0      HB    11    27      1
 43181C1B  25   7   u    0       0         12              1      HB     7    27      1
 43180C1B  25   7   u    0       0         12              2      HB     3    27      1
 43182C1C  25   7   u    0       0         13              0      HB    11    28      1
 43181C1C  25   7   u    0       0         13              1      HB     7    28      1
 43180C1C  25   7   u    0       0         13              2      HB     3    28      1
 43182C1D  25   7   u    0       0         14              0      HB    11    29      1
 43181C1D  25   7   u    0       0         14              1      HB     7    29      1
 43180C1D  25   7   u    0       0         14              2      HB     3    29      1
 43182C1E  25   7   u    0       0         15              0      HB    11    30      1
 43181C1E  25   7   u    0       0         15              1      HB     7    30      1
 43180C1E  25   7   u    0       0         15              2      HB     3    30      1
 4318141B  25   7   u    0       0         16              0      HB     5    27      1
 4318041B  25   7   u    0       0         16              1      HB     1    27      1
 4318241B  25   7   u    0       0         16              2      HB     9    27      1
 4318141C  25   7   u    0       0         17              0      HB     5    28      1
 4318041C  25   7   u    0       0         17              1      HB     1    28      1
 4318241C  25   7   u    0       0         17              2      HB     9    28      1
 4318141D  25   7   u    0       0         18              0      HB     5    29      1
 4318041D  25   7   u    0       0         18              1      HB     1    29      1
 4318241D  25   7   u    0       0         18              2      HB     9    29      1
 4318141E  25   7   u    0       0         19              0      HB     5    30      1
 4318041E  25   7   u    0       0         19              1      HB     1    30      1
 4318241E  25   7   u    0       0         19              2      HB     9    30      1
 4328401B  25   8   u    0       0          2              0      HB    16    27      2
 43283C1B  25   8   u    0       0          2              1      HB    15    27      2
 4318381B  25   8   u    0       0          2              2      HB    14    27      1
 43183C1B  25   8   u    0       0          3              0      HB    15    27      1
 4318341B  25   8   u    0       0          3              1      HB    13    27      1
 4318401B  25   8   u    0       0          3              2      HB    16    27      1
 4328401C  25   8   u    0       0          4              0      HB    16    28      2
 43283C1C  25   8   u    0       0          4              1      HB    15    28      2
 4318381C  25   8   u    0       0          4              2      HB    14    28      1
 43183C1C  25   8   u    0       0          5              0      HB    15    28      1
 4318341C  25   8   u    0       0          5              1      HB    13    28      1
 4318401C  25   8   u    0       0          5              2      HB    16    28      1
 4328401D  25   8   u    0       0          6              0      HB    16    29      2
 43283C1D  25   8   u    0       0          6              1      HB    15    29      2
 4318381D  25   8   u    0       0          6              2      HB    14    29      1
 43183C1D  25   8   u    0       0          7              0      HB    15    29      1
 4318341D  25   8   u    0       0          7              1      HB    13    29      1
 4318401D  25   8   u    0       0          7              2      HB    16    29      1
 4328401E  25   8   u    0       0          8              0      HB    16    30      2
 43283C1E  25   8   u    0       0          8              1      HB    15    30      2
 4318381E  25   8   u    0       0          8              2      HB    14    30      1
 43183C1E  25   8   u    0       0          9              0      HB    15    30      1
 4318341E  25   8   u    0       0          9              1      HB    13    30      1
 4318401E  25   8   u    0       0          9              2      HB    16    30      1
 4E2259B0  25   8   u    0       0         10              0 CALIB_HB     1    27      0
 4E2259B1  25   8   u    0       0         10              1 CALIB_HB     1    27      1
 4E2259B2  25   8   u    0       0         10              2 CALIB_HB     1    27      2
 4518741B  25   8   u    0       0         12              0      HE    29    27      1
 4518701B  25   8   u    0       0         12              1      HE    28    27      1
 4528481B  25   8   u    0       0         12              2      HE    18    27      2
 4528441B  25   8   u    0       0         12              3      HE    17    27      2
 4548401B  25   8   u    0       0         12              4      HE    16    27      4
 4528741B  25   8   u    0       0         12              5      HE    29    27      2
 4528701B  25   8   u    0       0         13              0      HE    28    27      2
 4558701B  25   8   u    0       0         13              1      HE    28    27      5
 4538701B  25   8   u    0       0         13              2      HE    28    27      3
 4578701B  25   8   u    0       0         13              3      HE    28    27      7
 4578681B  25   8   u    0       0         13              4      HE    26    27      7
 4568701B  25   8   u    0       0         13              5      HE    28    27      6
 4538481B  25   8   u    0       0         14              0      HE    18    27      3
 4548701B  25   8   u    0       0         14              1      HE    28    27      4
 4538441B  25   8   u    0       0         14              2      HE    17    27      3
 4558481B  25   8   u    0       0         14              3      HE    18    27      5
 4518481B  25   8   u    0       0         14              4      HE    18    27      1
 4548481B  25   8   u    0       0         14              5      HE    18    27      4
 4518481C  25   8   u    0       0         15              0      HE    18    28      1
 4548481C  25   8   u    0       0         15              1      HE    18    28      4
 4558481C  25   8   u    0       0         15              2      HE    18    28      5
 4538441C  25   8   u    0       0         15              3      HE    17    28      3
 45486C1B  25   8   u    0       0         15              4      HE    27    27      4
 4538481C  25   8   u    0       0         15              5      HE    18    28      3
 45786C1B  25   8   u    0       0         16              0      HE    27    27      7
 45386C1B  25   8   u    0       0         16              1      HE    27    27      3
 45586C1B  25   8   u    0       0         16              2      HE    27    27      5
 45686C1B  25   8   u    0       0         16              3      HE    27    27      6
 4538741B  25   8   u    0       0         16              4      HE    29    27      3
 45186C1B  25   8   u    0       0         17              0      HE    27    27      1
 4528481C  25   8   u    0       0         17              2      HE    18    28      2
 4528441C  25   8   u    0       0         17              3      HE    17    28      2
 4548401C  25   8   u    0       0         17              4      HE    16    28      4
 45286C1B  25   8   u    0       0         17              5      HE    27    27      2
 45186C1D  25   8   u    0       0         18              0      HE    27    29      1
 4528481D  25   8   u    0       0         18              2      HE    18    29      2
 4528441D  25   8   u    0       0         18              3      HE    17    29      2
 4548401D  25   8   u    0       0         18              4      HE    16    29      4
 45286C1D  25   8   u    0       0         18              5      HE    27    29      2
 45586C1D  25   8   u    0       0         19              1      HE    27    29      5
 45386C1D  25   8   u    0       0         19              2      HE    27    29      3
 45786C1D  25   8   u    0       0         19              3      HE    27    29      7
 4538741D  25   8   u    0       0         19              4      HE    29    29      3
 45686C1D  25   8   u    0       0         19              5      HE    27    29      6
 4538481D  25   8   u    0       0         20              0      HE    18    29      3
 45486C1D  25   8   u    0       0         20              1      HE    27    29      4
 4538441D  25   8   u    0       0         20              2      HE    17    29      3
 4558481D  25   8   u    0       0         20              3      HE    18    29      5
 4518481D  25   8   u    0       0         20              4      HE    18    29      1
 4548481D  25   8   u    0       0         20              5      HE    18    29      4
 4518481E  25   8   u    0       0         21              0      HE    18    30      1
 4548481E  25   8   u    0       0         21              1      HE    18    30      4
 4558481E  25   8   u    0       0         21              2      HE    18    30      5
 4538441E  25   8   u    0       0         21              3      HE    17    30      3
 4548701D  25   8   u    0       0         21              4      HE    28    29      4
 4538481E  25   8   u    0       0         21              5      HE    18    30      3
 4578701D  25   8   u    0       0         22              0      HE    28    29      7
 4538701D  25   8   u    0       0         22              1      HE    28    29      3
 4558701D  25   8   u    0       0         22              2      HE    28    29      5
 4568701D  25   8   u    0       0         22              3      HE    28    29      6
 4578681D  25   8   u    0       0         22              4      HE    26    29      7
 4528701D  25   8   u    0       0         22              5      HE    28    29      2
 4518741D  25   8   u    0       0         23              0      HE    29    29      1
 4518701D  25   8   u    0       0         23              1      HE    28    29      1
 4528481E  25   8   u    0       0         23              2      HE    18    30      2
 4528441E  25   8   u    0       0         23              3      HE    17    30      2
 4548401E  25   8   u    0       0         23              4      HE    16    30      4
 4528741D  25   8   u    0       0         23              5      HE    29    29      2
 45284C1B  25   9   u    0       0          1              0      HE    19    27      2
 4538501B  25   9   u    0       0          1              1      HE    20    27      3
 4538581B  25   9   u    0       0          1              2      HE    22    27      3
 4538601B  25   9   u    0       0          1              3      HE    24    27      3
 4528601B  25   9   u    0       0          1              4      HE    24    27      2
 4528681B  25   9   u    0       0          1              5      HE    26    27      2
 4568601B  25   9   u    0       0          2              0      HE    24    27      6
 4558601B  25   9   u    0       0          2              1      HE    24    27      5
 4558681B  25   9   u    0       0          2              2      HE    26    27      5
 4568681B  25   9   u    0       0          2              3      HE    26    27      6
 45384C1B  25   9   u    0       0          2              4      HE    19    27      3
 4538681B  25   9   u    0       0          2              5      HE    26    27      3
 45584C1B  25   9   u    0       0          3              0      HE    19    27      5
 4548681B  25   9   u    0       0          3              1      HE    26    27      4
 4568501B  25   9   u    0       0          3              2      HE    20    27      6
 4558501B  25   9   u    0       0          3              3      HE    20    27      5
 4558581B  25   9   u    0       0          3              4      HE    22    27      5
 4568581B  25   9   u    0       0          3              5      HE    22    27      6
 45184C1B  25   9   u    0       0          4              0      HE    19    27      1
 4518501B  25   9   u    0       0          4              1      HE    20    27      1
 4518581B  25   9   u    0       0          4              2      HE    22    27      1
 4518601B  25   9   u    0       0          4              3      HE    24    27      1
 45484C1B  25   9   u    0       0          4              4      HE    19    27      4
 4518681B  25   9   u    0       0          4              5      HE    26    27      1
 45684C1B  25   9   u    0       0          5              0      HE    19    27      6
 4548601B  25   9   u    0       0          5              1      HE    24    27      4
 4528581B  25   9   u    0       0          5              2      HE    22    27      2
 4528501B  25   9   u    0       0          5              3      HE    20    27      2
 4548581B  25   9   u    0       0          5              4      HE    22    27      4
 4548501B  25   9   u    0       0          5              5      HE    20    27      4
 45584C1C  25   9   u    0       0          6              0      HE    19    28      5
 45684C1C  25   9   u    0       0          6              1      HE    19    28      6
 4528541B  25   9   u    0       0          6              2      HE    21    27      2
 4528501C  25   9   u    0       0          6              3      HE    20    28      2
 4548541B  25   9   u    0       0          6              4      HE    21    27      4
 4548501C  25   9   u    0       0          6              5      HE    20    28      4
 45184C1C  25   9   u    0       0          7              0      HE    19    28      1
 4518501C  25   9   u    0       0          7              1      HE    20    28      1
 4518541B  25   9   u    0       0          7              2      HE    21    27      1
 45185C1B  25   9   u    0       0          7              3      HE    23    27      1
 45484C1C  25   9   u    0       0          7              4      HE    19    28      4
 4518641B  25   9   u    0       0          7              5      HE    25    27      1
 45685C1B  25   9   u    0       0          8              0      HE    23    27      6
 4548641B  25   9   u    0       0          8              1      HE    25    27      4
 4558501C  25   9   u    0       0          8              2      HE    20    28      5
 4568541B  25   9   u    0       0          8              3      HE    21    27      6
 45485C1B  25   9   u    0       0          8              4      HE    23    27      4
 4568501C  25   9   u    0       0          8              5      HE    20    28      6
 4558541B  25   9   u    0       0          9              0      HE    21    27      5
 45585C1B  25   9   u    0       0          9              1      HE    23    27      5
 4568641B  25   9   u    0       0          9              2      HE    25    27      6
 4558641B  25   9   u    0       0          9              3      HE    25    27      5
 45384C1C  25   9   u    0       0          9              4      HE    19    28      3
 4538641B  25   9   u    0       0          9              5      HE    25    27      3
 45284C1C  25   9   u    0       0         10              0      HE    19    28      2
 4538501C  25   9   u    0       0         10              1      HE    20    28      3
 4538541B  25   9   u    0       0         10              2      HE    21    27      3
 45385C1B  25   9   u    0       0         10              3      HE    23    27      3
 45285C1B  25   9   u    0       0         10              4      HE    23    27      2
 4528641B  25   9   u    0       0         10              5      HE    25    27      2
 4E2299B0  25   9   u    0       0         11              0 CALIB_HE     1    27      0
 4E2299B1  25   9   u    0       0         11              1 CALIB_HE     1    27      1
 4E2299B2  25   9   u    0       0         11              2 CALIB_HE     1    27      2
 4E2299B3  25   9   u    0       0         11              3 CALIB_HE     1    27      3
 4E2299B4  25   9   u    0       0         11              4 CALIB_HE     1    27      4
 4E2299B5  25   9   u    0       0         11              5 CALIB_HE     1    27      5
 45284C1D  25   9   u    0       0         13              0      HE    19    29      2
 4538501D  25   9   u    0       0         13              1      HE    20    29      3
 4538541D  25   9   u    0       0         13              2      HE    21    29      3
 45385C1D  25   9   u    0       0         13              3      HE    23    29      3
 45285C1D  25   9   u    0       0         13              4      HE    23    29      2
 4528641D  25   9   u    0       0         13              5      HE    25    29      2
 45685C1D  25   9   u    0       0         14              0      HE    23    29      6
 45585C1D  25   9   u    0       0         14              1      HE    23    29      5
 4558641D  25   9   u    0       0         14              2      HE    25    29      5
 4568641D  25   9   u    0       0         14              3      HE    25    29      6
 45384C1D  25   9   u    0       0         14              4      HE    19    29      3
 4538641D  25   9   u    0       0         14              5      HE    25    29      3
 45584C1D  25   9   u    0       0         15              0      HE    19    29      5
 4548641D  25   9   u    0       0         15              1      HE    25    29      4
 4568501D  25   9   u    0       0         15              2      HE    20    29      6
 4558501D  25   9   u    0       0         15              3      HE    20    29      5
 4558541D  25   9   u    0       0         15              4      HE    21    29      5
 4568541D  25   9   u    0       0         15              5      HE    21    29      6
 45184C1D  25   9   u    0       0         16              0      HE    19    29      1
 4518501D  25   9   u    0       0         16              1      HE    20    29      1
 4518541D  25   9   u    0       0         16              2      HE    21    29      1
 45185C1D  25   9   u    0       0         16              3      HE    23    29      1
 45484C1D  25   9   u    0       0         16              4      HE    19    29      4
 4518641D  25   9   u    0       0         16              5      HE    25    29      1
 45684C1D  25   9   u    0       0         17              0      HE    19    29      6
 45485C1D  25   9   u    0       0         17              1      HE    23    29      4
 4528541D  25   9   u    0       0         17              2      HE    21    29      2
 4528501D  25   9   u    0       0         17              3      HE    20    29      2
 4548541D  25   9   u    0       0         17              4      HE    21    29      4
 4548501D  25   9   u    0       0         17              5      HE    20    29      4
 45584C1E  25   9   u    0       0         18              0      HE    19    30      5
 45684C1E  25   9   u    0       0         18              1      HE    19    30      6
 4528581D  25   9   u    0       0         18              2      HE    22    29      2
 4528501E  25   9   u    0       0         18              3      HE    20    30      2
 4548581D  25   9   u    0       0         18              4      HE    22    29      4
 4548501E  25   9   u    0       0         18              5      HE    20    30      4
 45184C1E  25   9   u    0       0         19              0      HE    19    30      1
 4518501E  25   9   u    0       0         19              1      HE    20    30      1
 4518581D  25   9   u    0       0         19              2      HE    22    29      1
 4518601D  25   9   u    0       0         19              3      HE    24    29      1
 45484C1E  25   9   u    0       0         19              4      HE    19    30      4
 4518681D  25   9   u    0       0         19              5      HE    26    29      1
 4568601D  25   9   u    0       0         20              0      HE    24    29      6
 4548681D  25   9   u    0       0         20              1      HE    26    29      4
 4558501E  25   9   u    0       0         20              2      HE    20    30      5
 4568581D  25   9   u    0       0         20              3      HE    22    29      6
 4548601D  25   9   u    0       0         20              4      HE    24    29      4
 4568501E  25   9   u    0       0         20              5      HE    20    30      6
 4558581D  25   9   u    0       0         21              0      HE    22    29      5
 4558601D  25   9   u    0       0         21              1      HE    24    29      5
 4568681D  25   9   u    0       0         21              2      HE    26    29      6
 4558681D  25   9   u    0       0         21              3      HE    26    29      5
 45384C1E  25   9   u    0       0         21              4      HE    19    30      3
 4538681D  25   9   u    0       0         21              5      HE    26    29      3
 45284C1E  25   9   u    0       0         22              0      HE    19    30      2
 4538501E  25   9   u    0       0         22              1      HE    20    30      3
 4538581D  25   9   u    0       0         22              2      HE    22    29      3
 4538601D  25   9   u    0       0         22              3      HE    24    29      3
 4528601D  25   9   u    0       0         22              4      HE    24    29      2
 4528681D  25   9   u    0       0         22              5      HE    26    29      2
 4E2299B6  25   9   u    0       0         23              0 CALIB_HE     1    27      6
 4318281F  25  10   u    0       0          4              0      HB    10    31      1
 4318181F  25  10   u    0       0          4              1      HB     6    31      1
 4318081F  25  10   u    0       0          4              2      HB     2    31      1
 43182820  25  10   u    0       0          5              0      HB    10    32      1
 43181820  25  10   u    0       0          5              1      HB     6    32      1
 43180820  25  10   u    0       0          5              2      HB     2    32      1
 43182821  25  10   u    0       0          6              0      HB    10    33      1
 43181821  25  10   u    0       0          6              1      HB     6    33      1
 43180821  25  10   u    0       0          6              2      HB     2    33      1
 43182822  25  10   u    0       0          7              0      HB    10    34      1
 43181822  25  10   u    0       0          7              1      HB     6    34      1
 43180822  25  10   u    0       0          7              2      HB     2    34      1
 4318201F  25  10   u    0       0          8              0      HB     8    31      1
 4318101F  25  10   u    0       0          8              1      HB     4    31      1
 4318301F  25  10   u    0       0          8              2      HB    12    31      1
 43182020  25  10   u    0       0          9              0      HB     8    32      1
 43181020  25  10   u    0       0          9              1      HB     4    32      1
 43183020  25  10   u    0       0          9              2      HB    12    32      1
 43182021  25  10   u    0       0         10              0      HB     8    33      1
 43181021  25  10   u    0       0         10              1      HB     4    33      1
 43183021  25  10   u    0       0         10              2      HB    12    33      1
 43182022  25  10   u    0       0         11              0      HB     8    34      1
 43181022  25  10   u    0       0         11              1      HB     4    34      1
 43183022  25  10   u    0       0         11              2      HB    12    34      1
 43182C1F  25  10   u    0       0         12              0      HB    11    31      1
 43181C1F  25  10   u    0       0         12              1      HB     7    31      1
 43180C1F  25  10   u    0       0         12              2      HB     3    31      1
 43182C20  25  10   u    0       0         13              0      HB    11    32      1
 43181C20  25  10   u    0       0         13              1      HB     7    32      1
 43180C20  25  10   u    0       0         13              2      HB     3    32      1
 43182C21  25  10   u    0       0         14              0      HB    11    33      1
 43181C21  25  10   u    0       0         14              1      HB     7    33      1
 43180C21  25  10   u    0       0         14              2      HB     3    33      1
 43182C22  25  10   u    0       0         15              0      HB    11    34      1
 43181C22  25  10   u    0       0         15              1      HB     7    34      1
 43180C22  25  10   u    0       0         15              2      HB     3    34      1
 4318141F  25  10   u    0       0         16              0      HB     5    31      1
 4318041F  25  10   u    0       0         16              1      HB     1    31      1
 4318241F  25  10   u    0       0         16              2      HB     9    31      1
 43181420  25  10   u    0       0         17              0      HB     5    32      1
 43180420  25  10   u    0       0         17              1      HB     1    32      1
 43182420  25  10   u    0       0         17              2      HB     9    32      1
 43181421  25  10   u    0       0         18              0      HB     5    33      1
 43180421  25  10   u    0       0         18              1      HB     1    33      1
 43182421  25  10   u    0       0         18              2      HB     9    33      1
 43181422  25  10   u    0       0         19              0      HB     5    34      1
 43180422  25  10   u    0       0         19              1      HB     1    34      1
 43182422  25  10   u    0       0         19              2      HB     9    34      1
 4328401F  25  11   u    0       0          2              0      HB    16    31      2
 43283C1F  25  11   u    0       0          2              1      HB    15    31      2
 4318381F  25  11   u    0       0          2              2      HB    14    31      1
 43183C1F  25  11   u    0       0          3              0      HB    15    31      1
 4318341F  25  11   u    0       0          3              1      HB    13    31      1
 4318401F  25  11   u    0       0          3              2      HB    16    31      1
 43284020  25  11   u    0       0          4              0      HB    16    32      2
 43283C20  25  11   u    0       0          4              1      HB    15    32      2
 43183820  25  11   u    0       0          4              2      HB    14    32      1
 43183C20  25  11   u    0       0          5              0      HB    15    32      1
 43183420  25  11   u    0       0          5              1      HB    13    32      1
 43184020  25  11   u    0       0          5              2      HB    16    32      1
 43284021  25  11   u    0       0          6              0      HB    16    33      2
 43283C21  25  11   u    0       0          6              1      HB    15    33      2
 43183821  25  11   u    0       0          6              2      HB    14    33      1
 43183C21  25  11   u    0       0          7              0      HB    15    33      1
 43183421  25  11   u    0       0          7              1      HB    13    33      1
 43184021  25  11   u    0       0          7              2      HB    16    33      1
 43284022  25  11   u    0       0          8              0      HB    16    34      2
 43283C22  25  11   u    0       0          8              1      HB    15    34      2
 43183822  25  11   u    0       0          8              2      HB    14    34      1
 43183C22  25  11   u    0       0          9              0      HB    15    34      1
 43183422  25  11   u    0       0          9              1      HB    13    34      1
 43184022  25  11   u    0       0          9              2      HB    16    34      1
 4E2259F0  25  11   u    0       0         10              0 CALIB_HB     1    31      0
 4E2259F1  25  11   u    0       0         10              1 CALIB_HB     1    31      1
 4E2259F2  25  11   u    0       0         10              2 CALIB_HB     1    31      2
 4518741F  25  11   u    0       0         12              0      HE    29    31      1
 4518701F  25  11   u    0       0         12              1      HE    28    31      1
 4528481F  25  11   u    0       0         12              2      HE    18    31      2
 4528441F  25  11   u    0       0         12              3      HE    17    31      2
 4548401F  25  11   u    0       0         12              4      HE    16    31      4
 4528741F  25  11   u    0       0         12              5      HE    29    31      2
 4528701F  25  11   u    0       0         13              0      HE    28    31      2
 4558701F  25  11   u    0       0         13              1      HE    28    31      5
 4538701F  25  11   u    0       0         13              2      HE    28    31      3
 4578701F  25  11   u    0       0         13              3      HE    28    31      7
 4578681F  25  11   u    0       0         13              4      HE    26    31      7
 4568701F  25  11   u    0       0         13              5      HE    28    31      6
 4538481F  25  11   u    0       0         14              0      HE    18    31      3
 4548701F  25  11   u    0       0         14              1      HE    28    31      4
 4538441F  25  11   u    0       0         14              2      HE    17    31      3
 4558481F  25  11   u    0       0         14              3      HE    18    31      5
 4518481F  25  11   u    0       0         14              4      HE    18    31      1
 4548481F  25  11   u    0       0         14              5      HE    18    31      4
 45184820  25  11   u    0       0         15              0      HE    18    32      1
 45484820  25  11   u    0       0         15              1      HE    18    32      4
 45584820  25  11   u    0       0         15              2      HE    18    32      5
 45384420  25  11   u    0       0         15              3      HE    17    32      3
 45486C1F  25  11   u    0       0         15              4      HE    27    31      4
 45384820  25  11   u    0       0         15              5      HE    18    32      3
 45786C1F  25  11   u    0       0         16              0      HE    27    31      7
 45386C1F  25  11   u    0       0         16              1      HE    27    31      3
 45586C1F  25  11   u    0       0         16              2      HE    27    31      5
 45686C1F  25  11   u    0       0         16              3      HE    27    31      6
 4538741F  25  11   u    0       0         16              4      HE    29    31      3
 45186C1F  25  11   u    0       0         17              0      HE    27    31      1
 45284820  25  11   u    0       0         17              2      HE    18    32      2
 45284420  25  11   u    0       0         17              3      HE    17    32      2
 45484020  25  11   u    0       0         17              4      HE    16    32      4
 45286C1F  25  11   u    0       0         17              5      HE    27    31      2
 45186C21  25  11   u    0       0         18              0      HE    27    33      1
 45284821  25  11   u    0       0         18              2      HE    18    33      2
 45284421  25  11   u    0       0         18              3      HE    17    33      2
 45484021  25  11   u    0       0         18              4      HE    16    33      4
 45286C21  25  11   u    0       0         18              5      HE    27    33      2
 45586C21  25  11   u    0       0         19              1      HE    27    33      5
 45386C21  25  11   u    0       0         19              2      HE    27    33      3
 45786C21  25  11   u    0       0         19              3      HE    27    33      7
 45387421  25  11   u    0       0         19              4      HE    29    33      3
 45686C21  25  11   u    0       0         19              5      HE    27    33      6
 45384821  25  11   u    0       0         20              0      HE    18    33      3
 45486C21  25  11   u    0       0         20              1      HE    27    33      4
 45384421  25  11   u    0       0         20              2      HE    17    33      3
 45584821  25  11   u    0       0         20              3      HE    18    33      5
 45184821  25  11   u    0       0         20              4      HE    18    33      1
 45484821  25  11   u    0       0         20              5      HE    18    33      4
 45184822  25  11   u    0       0         21              0      HE    18    34      1
 45484822  25  11   u    0       0         21              1      HE    18    34      4
 45584822  25  11   u    0       0         21              2      HE    18    34      5
 45384422  25  11   u    0       0         21              3      HE    17    34      3
 45487021  25  11   u    0       0         21              4      HE    28    33      4
 45384822  25  11   u    0       0         21              5      HE    18    34      3
 45787021  25  11   u    0       0         22              0      HE    28    33      7
 45387021  25  11   u    0       0         22              1      HE    28    33      3
 45587021  25  11   u    0       0         22              2      HE    28    33      5
 45687021  25  11   u    0       0         22              3      HE    28    33      6
 45786821  25  11   u    0       0         22              4      HE    26    33      7
 45287021  25  11   u    0       0         22              5      HE    28    33      2
 45187421  25  11   u    0       0         23              0      HE    29    33      1
 45187021  25  11   u    0       0         23              1      HE    28    33      1
 45284822  25  11   u    0       0         23              2      HE    18    34      2
 45284422  25  11   u    0       0         23              3      HE    17    34      2
 45484022  25  11   u    0       0         23              4      HE    16    34      4
 45287421  25  11   u    0       0         23              5      HE    29    33      2
 45284C1F  25  12   u    0       0          1              0      HE    19    31      2
 4538501F  25  12   u    0       0          1              1      HE    20    31      3
 4538581F  25  12   u    0       0          1              2      HE    22    31      3
 4538601F  25  12   u    0       0          1              3      HE    24    31      3
 4528601F  25  12   u    0       0          1              4      HE    24    31      2
 4528681F  25  12   u    0       0          1              5      HE    26    31      2
 4568601F  25  12   u    0       0          2              0      HE    24    31      6
 4558601F  25  12   u    0       0          2              1      HE    24    31      5
 4558681F  25  12   u    0       0          2              2      HE    26    31      5
 4568681F  25  12   u    0       0          2              3      HE    26    31      6
 45384C1F  25  12   u    0       0          2              4      HE    19    31      3
 4538681F  25  12   u    0       0          2              5      HE    26    31      3
 45584C1F  25  12   u    0       0          3              0      HE    19    31      5
 4548681F  25  12   u    0       0          3              1      HE    26    31      4
 4568501F  25  12   u    0       0          3              2      HE    20    31      6
 4558501F  25  12   u    0       0          3              3      HE    20    31      5
 4558581F  25  12   u    0       0          3              4      HE    22    31      5
 4568581F  25  12   u    0       0          3              5      HE    22    31      6
 45184C1F  25  12   u    0       0          4              0      HE    19    31      1
 4518501F  25  12   u    0       0          4              1      HE    20    31      1
 4518581F  25  12   u    0       0          4              2      HE    22    31      1
 4518601F  25  12   u    0       0          4              3      HE    24    31      1
 45484C1F  25  12   u    0       0          4              4      HE    19    31      4
 4518681F  25  12   u    0       0          4              5      HE    26    31      1
 45684C1F  25  12   u    0       0          5              0      HE    19    31      6
 4548601F  25  12   u    0       0          5              1      HE    24    31      4
 4528581F  25  12   u    0       0          5              2      HE    22    31      2
 4528501F  25  12   u    0       0          5              3      HE    20    31      2
 4548581F  25  12   u    0       0          5              4      HE    22    31      4
 4548501F  25  12   u    0       0          5              5      HE    20    31      4
 45584C20  25  12   u    0       0          6              0      HE    19    32      5
 45684C20  25  12   u    0       0          6              1      HE    19    32      6
 4528541F  25  12   u    0       0          6              2      HE    21    31      2
 45285020  25  12   u    0       0          6              3      HE    20    32      2
 4548541F  25  12   u    0       0          6              4      HE    21    31      4
 45485020  25  12   u    0       0          6              5      HE    20    32      4
 45184C20  25  12   u    0       0          7              0      HE    19    32      1
 45185020  25  12   u    0       0          7              1      HE    20    32      1
 4518541F  25  12   u    0       0          7              2      HE    21    31      1
 45185C1F  25  12   u    0       0          7              3      HE    23    31      1
 45484C20  25  12   u    0       0          7              4      HE    19    32      4
 4518641F  25  12   u    0       0          7              5      HE    25    31      1
 45685C1F  25  12   u    0       0          8              0      HE    23    31      6
 4548641F  25  12   u    0       0          8              1      HE    25    31      4
 45585020  25  12   u    0       0          8              2      HE    20    32      5
 4568541F  25  12   u    0       0          8              3      HE    21    31      6
 45485C1F  25  12   u    0       0          8              4      HE    23    31      4
 45685020  25  12   u    0       0          8              5      HE    20    32      6
 4558541F  25  12   u    0       0          9              0      HE    21    31      5
 45585C1F  25  12   u    0       0          9              1      HE    23    31      5
 4568641F  25  12   u    0       0          9              2      HE    25    31      6
 4558641F  25  12   u    0       0          9              3      HE    25    31      5
 45384C20  25  12   u    0       0          9              4      HE    19    32      3
