New HCAL QIETypes set
#             eta             phi             dep             det    value      DetId
              -18              69               4              HE               2   45404845
              -18              69               5              HE               2   45504845
              -19              69               1              HE               2   45104C45
              -19              69               2              HE               2   45204C45
              -19              69               3              HE               2   45304C45
              -19              69               4              HE               2   45404C45
              -19              69               5              HE               2   45504C45
              -19              69               6              HE               2   45604C45
              -20              69               1              HE               2   45105045
              -20              69               2              HE               2   45205045
              -20              69               3              HE               2   45305045
              -20              69               4              HE               2   45405045
              -20              69               5              HE               2   45505045
              -20              69               6              HE               2   45605045
              -21              69               1              HE               2   45105445
              -21              69               2              HE               2   45205445
              -21              69               3              HE               2   45305445
              -21              69               4              HE               2   45405445
              -21              69               5              HE               2   45505445
              -21              69               6              HE               2   45605445
              -22              69               1              HE               2   45105845
              -22              69               2              HE               2   45205845
              -22              69               3              HE               2   45305845
              -22              69               4              HE               2   45405845
              -22              69               5              HE               2   45505845
              -22              69               6              HE               2   45605845
              -23              69               1              HE               2   45105C45
              -23              69               2              HE               2   45205C45
              -23              69               3              HE               2   45305C45
              -23              69               4              HE               2   45405C45
              -23              69               5              HE               2   45505C45
              -23              69               6              HE               2   45605C45
              -24              69               1              HE               2   45106045
              -24              69               2              HE               2   45206045
              -24              69               3              HE               2   45306045
              -24              69               4              HE               2   45406045
              -24              69               5              HE               2   45506045
              -24              69               6              HE               2   45606045
              -25              69               1              HE               2   45106445
              -25              69               2              HE               2   45206445
              -25              69               3              HE               2   45306445
              -25              69               4              HE               2   45406445
              -25              69               5              HE               2   45506445
              -25              69               6              HE               2   45606445
              -26              69               1              HE               2   45106845
              -26              69               2              HE               2   45206845
              -26              69               3              HE               2   45306845
              -26              69               4              HE               2   45406845
              -26              69               5              HE               2   45506845
              -26              69               6              HE               2   45606845
              -26              69               7              HE               2   45706845
              -27              69               1              HE               2   45106C45
              -27              69               2              HE               2   45206C45
              -27              69               3              HE               2   45306C45
              -27              69               4              HE               2   45406C45
              -27              69               5              HE               2   45506C45
              -27              69               6              HE               2   45606C45
              -27              69               7              HE               2   45706C45
              -28              69               1              HE               2   45107045
              -28              69               2              HE               2   45207045
              -28              69               3              HE               2   45307045
              -28              69               4              HE               2   45407045
              -28              69               5              HE               2   45507045
              -28              69               6              HE               2   45607045
              -28              69               7              HE               2   45707045
              -29              69               1              HE               2   45107445
              -29              69               2              HE               2   45207445
              -29              69               3              HE               2   45307445
              -16              70               4              HE               2   45404046
              -17              70               2              HE               2   45204446
              -17              70               3              HE               2   45304446
              -18              70               1              HE               2   45104846
              -18              70               2              HE               2   45204846
              -18              70               3              HE               2   45304846
              -18              70               4              HE               2   45404846
              -18              70               5              HE               2   45504846
              -19              70               1              HE               2   45104C46
              -19              70               2              HE               2   45204C46
              -19              70               3              HE               2   45304C46
              -19              70               4              HE               2   45404C46
              -19              70               5              HE               2   45504C46
              -19              70               6              HE               2   45604C46
              -20              70               1              HE               2   45105046
              -20              70               2              HE               2   45205046
              -20              70               3              HE               2   45305046
              -20              70               4              HE               2   45405046
              -20              70               5              HE               2   45505046
              -20              70               6              HE               2   45605046
              -16              71               4              HE               2   45404047
              -17              71               2              HE               2   45204447
              -17              71               3              HE               2   45304447
              -18              71               1              HE               2   45104847
              -18              71               2              HE               2   45204847
              -18              71               3              HE               2   45304847
              -18              71               4              HE               2   45404847
              -18              71               5              HE               2   45504847
              -19              71               1              HE               2   45104C47
              -19              71               2              HE               2   45204C47
              -19              71               3              HE               2   45304C47
              -19              71               4              HE               2   45404C47
              -19              71               5              HE               2   45504C47
              -19              71               6              HE               2   45604C47
              -20              71               1              HE               2   45105047
              -20              71               2              HE               2   45205047
              -20              71               3              HE               2   45305047
              -20              71               4              HE               2   45405047
              -20              71               5              HE               2   45505047
              -20              71               6              HE               2   45605047
              -21              71               1              HE               2   45105447
              -21              71               2              HE               2   45205447
              -21              71               3              HE               2   45305447
              -21              71               4              HE               2   45405447
              -21              71               5              HE               2   45505447
              -21              71               6              HE               2   45605447
              -22              71               1              HE               2   45105847
              -22              71               2              HE               2   45205847
              -22              71               3              HE               2   45305847
              -22              71               4              HE               2   45405847
              -22              71               5              HE               2   45505847
              -22              71               6              HE               2   45605847
              -23              71               1              HE               2   45105C47
              -23              71               2              HE               2   45205C47
              -23              71               3              HE               2   45305C47
              -23              71               4              HE               2   45405C47
              -23              71               5              HE               2   45505C47
              -23              71               6              HE               2   45605C47
              -24              71               1              HE               2   45106047
              -24              71               2              HE               2   45206047
              -24              71               3              HE               2   45306047
              -24              71               4              HE               2   45406047
              -24              71               5              HE               2   45506047
              -24              71               6              HE               2   45606047
              -25              71               1              HE               2   45106447
              -25              71               2              HE               2   45206447
              -25              71               3              HE               2   45306447
              -25              71               4              HE               2   45406447
              -25              71               5              HE               2   45506447
              -25              71               6              HE               2   45606447
              -26              71               1              HE               2   45106847
              -26              71               2              HE               2   45206847
              -26              71               3              HE               2   45306847
              -26              71               4              HE               2   45406847
              -26              71               5              HE               2   45506847
              -26              71               6              HE               2   45606847
              -26              71               7              HE               2   45706847
              -27              71               1              HE               2   45106C47
              -27              71               2              HE               2   45206C47
              -27              71               3              HE               2   45306C47
              -27              71               4              HE               2   45406C47
              -27              71               5              HE               2   45506C47
              -27              71               6              HE               2   45606C47
              -27              71               7              HE               2   45706C47
              -28              71               1              HE               2   45107047
              -28              71               2              HE               2   45207047
              -28              71               3              HE               2   45307047
              -28              71               4              HE               2   45407047
              -28              71               5              HE               2   45507047
              -28              71               6              HE               2   45607047
              -28              71               7              HE               2   45707047
              -29              71               1              HE               2   45107447
              -29              71               2              HE               2   45207447
              -29              71               3              HE               2   45307447
              -16              72               4              HE               2   45404048
              -17              72               2              HE               2   45204448
              -17              72               3              HE               2   45304448
              -18              72               1              HE               2   45104848
              -18              72               2              HE               2   45204848
              -18              72               3              HE               2   45304848
              -18              72               4              HE               2   45404848
              -18              72               5              HE               2   45504848
              -19              72               1              HE               2   45104C48
              -19              72               2              HE               2   45204C48
              -19              72               3              HE               2   45304C48
              -19              72               4              HE               2   45404C48
              -19              72               5              HE               2   45504C48
              -19              72               6              HE               2   45604C48
              -20              72               1              HE               2   45105048
              -20              72               2              HE               2   45205048
              -20              72               3              HE               2   45305048
              -20              72               4              HE               2   45405048
              -20              72               5              HE               2   45505048
              -20              72               6              HE               2   45605048
               16               1               4              HE               2   45484001
               17               1               2              HE               2   45284401
               17               1               3              HE               2   45384401
               18               1               1              HE               2   45184801
               18               1               2              HE               2   45284801
               18               1               3              HE               2   45384801
               18               1               4              HE               2   45484801
               18               1               5              HE               2   45584801
               19               1               1              HE               2   45184C01
               19               1               2              HE               2   45284C01
               19               1               3              HE               2   45384C01
               19               1               4              HE               2   45484C01
               19               1               5              HE               2   45584C01
               19               1               6              HE               2   45684C01
               20               1               1              HE               2   45185001
               20               1               2              HE               2   45285001
               20               1               3              HE               2   45385001
               20               1               4              HE               2   45485001
               20               1               5              HE               2   45585001
               20               1               6              HE               2   45685001
               21               1               1              HE               2   45185401
               21               1               2              HE               2   45285401
               21               1               3              HE               2   45385401
               21               1               4              HE               2   45485401
               21               1               5              HE               2   45585401
               21               1               6              HE               2   45685401
               22               1               1              HE               2   45185801
               22               1               2              HE               2   45285801
               22               1               3              HE               2   45385801
               22               1               4              HE               2   45485801
               22               1               5              HE               2   45585801
               22               1               6              HE               2   45685801
               23               1               1              HE               2   45185C01
               23               1               2              HE               2   45285C01
               23               1               3              HE               2   45385C01
               23               1               4              HE               2   45485C01
               23               1               5              HE               2   45585C01
               23               1               6              HE               2   45685C01
               24               1               1              HE               2   45186001
               24               1               2              HE               2   45286001
               24               1               3              HE               2   45386001
               24               1               4              HE               2   45486001
               24               1               5              HE               2   45586001
               24               1               6              HE               2   45686001
               25               1               1              HE               2   45186401
               25               1               2              HE               2   45286401
               25               1               3              HE               2   45386401
               25               1               4              HE               2   45486401
               25               1               5              HE               2   45586401
               25               1               6              HE               2   45686401
               26               1               1              HE               2   45186801
               26               1               2              HE               2   45286801
               26               1               3              HE               2   45386801
               26               1               4              HE               2   45486801
               26               1               5              HE               2   45586801
               26               1               6              HE               2   45686801
               26               1               7              HE               2   45786801
               27               1               1              HE               2   45186C01
               27               1               2              HE               2   45286C01
               27               1               3              HE               2   45386C01
               27               1               4              HE               2   45486C01
               27               1               5              HE               2   45586C01
               27               1               6              HE               2   45686C01
               27               1               7              HE               2   45786C01
               28               1               1              HE               2   45187001
               28               1               2              HE               2   45287001
               28               1               3              HE               2   45387001
               28               1               4              HE               2   45487001
               28               1               5              HE               2   45587001
               28               1               6              HE               2   45687001
               28               1               7              HE               2   45787001
               29               1               1              HE               2   45187401
               29               1               2              HE               2   45287401
               29               1               3              HE               2   45387401
               16               2               4              HE               2   45484002
               17               2               2              HE               2   45284402
               17               2               3              HE               2   45384402
               18               2               1              HE               2   45184802
               18               2               2              HE               2   45284802
               18               2               3              HE               2   45384802
               18               2               4              HE               2   45484802
               18               2               5              HE               2   45584802
               19               2               1              HE               2   45184C02
               19               2               2              HE               2   45284C02
               19               2               3              HE               2   45384C02
               19               2               4              HE               2   45484C02
               19               2               5              HE               2   45584C02
               19               2               6              HE               2   45684C02
               20               2               1              HE               2   45185002
               20               2               2              HE               2   45285002
               20               2               3              HE               2   45385002
               20               2               4              HE               2   45485002
               20               2               5              HE               2   45585002
               20               2               6              HE               2   45685002
               16               3               4              HE               2   45484003
               17               3               2              HE               2   45284403
               17               3               3              HE               2   45384403
               18               3               1              HE               2   45184803
               18               3               2              HE               2   45284803
               18               3               3              HE               2   45384803
               18               3               4              HE               2   45484803
               18               3               5              HE               2   45584803
               19               3               1              HE               2   45184C03
               19               3               2              HE               2   45284C03
               19               3               3              HE               2   45384C03
               19               3               4              HE               2   45484C03
               19               3               5              HE               2   45584C03
               19               3               6              HE               2   45684C03
               20               3               1              HE               2   45185003
               20               3               2              HE               2   45285003
               20               3               3              HE               2   45385003
               20               3               4              HE               2   45485003
               20               3               5              HE               2   45585003
               20               3               6              HE               2   45685003
               21               3               1              HE               2   45185403
               21               3               2              HE               2   45285403
               21               3               3              HE               2   45385403
               21               3               4              HE               2   45485403
               21               3               5              HE               2   45585403
               21               3               6              HE               2   45685403
               22               3               1              HE               2   45185803
               22               3               2              HE               2   45285803
               22               3               3              HE               2   45385803
               22               3               4              HE               2   45485803
               22               3               5              HE               2   45585803
               22               3               6              HE               2   45685803
               23               3               1              HE               2   45185C03
               23               3               2              HE               2   45285C03
               23               3               3              HE               2   45385C03
               23               3               4              HE               2   45485C03
               23               3               5              HE               2   45585C03
               23               3               6              HE               2   45685C03
               24               3               1              HE               2   45186003
               24               3               2              HE               2   45286003
               24               3               3              HE               2   45386003
               24               3               4              HE               2   45486003
               24               3               5              HE               2   45586003
               24               3               6              HE               2   45686003
               25               3               1              HE               2   45186403
               25               3               2              HE               2   45286403
               25               3               3              HE               2   45386403
               25               3               4              HE               2   45486403
               25               3               5              HE               2   45586403
               25               3               6              HE               2   45686403
               26               3               1              HE               2   45186803
               26               3               2              HE               2   45286803
               26               3               3              HE               2   45386803
               26               3               4              HE               2   45486803
               26               3               5              HE               2   45586803
               26               3               6              HE               2   45686803
               26               3               7              HE               2   45786803
               27               3               1              HE               2   45186C03
               27               3               2              HE               2   45286C03
               27               3               3              HE               2   45386C03
               27               3               4              HE               2   45486C03
               27               3               5              HE               2   45586C03
               27               3               6              HE               2   45686C03
               27               3               7              HE               2   45786C03
               28               3               1              HE               2   45187003
               28               3               2              HE               2   45287003
               28               3               3              HE               2   45387003
               28               3               4              HE               2   45487003
               28               3               5              HE               2   45587003
               28               3               6              HE               2   45687003
               28               3               7              HE               2   45787003
               29               3               1              HE               2   45187403
               29               3               2              HE               2   45287403
               29               3               3              HE               2   45387403
               16               4               4              HE               2   45484004
               17               4               2              HE               2   45284404
               17               4               3              HE               2   45384404
               18               4               1              HE               2   45184804
               18               4               2              HE               2   45284804
               18               4               3              HE               2   45384804
               18               4               4              HE               2   45484804
               18               4               5              HE               2   45584804
               19               4               1              HE               2   45184C04
               19               4               2              HE               2   45284C04
               19               4               3              HE               2   45384C04
               19               4               4              HE               2   45484C04
               19               4               5              HE               2   45584C04
               19               4               6              HE               2   45684C04
               20               4               1              HE               2   45185004
               20               4               2              HE               2   45285004
               20               4               3              HE               2   45385004
               20               4               4              HE               2   45485004
               20               4               5              HE               2   45585004
               20               4               6              HE               2   45685004
               16               5               4              HE               2   45484005
               17               5               2              HE               2   45284405
               17               5               3              HE               2   45384405
               18               5               1              HE               2   45184805
               18               5               2              HE               2   45284805
               18               5               3              HE               2   45384805
               18               5               4              HE               2   45484805
               18               5               5              HE               2   45584805
               19               5               1              HE               2   45184C05
               19               5               2              HE               2   45284C05
               19               5               3              HE               2   45384C05
               19               5               4              HE               2   45484C05
               19               5               5              HE               2   45584C05
               19               5               6              HE               2   45684C05
               20               5               1              HE               2   45185005
               20               5               2              HE               2   45285005
               20               5               3              HE               2   45385005
               20               5               4              HE               2   45485005
               20               5               5              HE               2   45585005
               20               5               6              HE               2   45685005
               21               5               1              HE               2   45185405
               21               5               2              HE               2   45285405
               21               5               3              HE               2   45385405
               21               5               4              HE               2   45485405
               21               5               5              HE               2   45585405
               21               5               6              HE               2   45685405
               22               5               1              HE               2   45185805
               22               5               2              HE               2   45285805
               22               5               3              HE               2   45385805
               22               5               4              HE               2   45485805
               22               5               5              HE               2   45585805
               22               5               6              HE               2   45685805
               23               5               1              HE               2   45185C05
               23               5               2              HE               2   45285C05
               23               5               3              HE               2   45385C05
               23               5               4              HE               2   45485C05
               23               5               5              HE               2   45585C05
               23               5               6              HE               2   45685C05
               24               5               1              HE               2   45186005
               24               5               2              HE               2   45286005
               24               5               3              HE               2   45386005
               24               5               4              HE               2   45486005
               24               5               5              HE               2   45586005
               24               5               6              HE               2   45686005
               25               5               1              HE               2   45186405
               25               5               2              HE               2   45286405
               25               5               3              HE               2   45386405
               25               5               4              HE               2   45486405
               25               5               5              HE               2   45586405
               25               5               6              HE               2   45686405
               26               5               1              HE               2   45186805
               26               5               2              HE               2   45286805
               26               5               3              HE               2   45386805
               26               5               4              HE               2   45486805
               26               5               5              HE               2   45586805
               26               5               6              HE               2   45686805
               26               5               7              HE               2   45786805
               27               5               1              HE               2   45186C05
               27               5               2              HE               2   45286C05
               27               5               3              HE               2   45386C05
               27               5               4              HE               2   45486C05
               27               5               5              HE               2   45586C05
               27               5               6              HE               2   45686C05
               27               5               7              HE               2   45786C05
               28               5               1              HE               2   45187005
               28               5               2              HE               2   45287005
               28               5               3              HE               2   45387005
               28               5               4              HE               2   45487005
               28               5               5              HE               2   45587005
               28               5               6              HE               2   45687005
               28               5               7              HE               2   45787005
               29               5               1              HE               2   45187405
               29               5               2              HE               2   45287405
               29               5               3              HE               2   45387405
               16               6               4              HE               2   45484006
               17               6               2              HE               2   45284406
               17               6               3              HE               2   45384406
               18               6               1              HE               2   45184806
               18               6               2              HE               2   45284806
               18               6               3              HE               2   45384806
               18               6               4              HE               2   45484806
               18               6               5              HE               2   45584806
               19               6               1              HE               2   45184C06
               19               6               2              HE               2   45284C06
               19               6               3              HE               2   45384C06
               19               6               4              HE               2   45484C06
               19               6               5              HE               2   45584C06
               19               6               6              HE               2   45684C06
               20               6               1              HE               2   45185006
               20               6               2              HE               2   45285006
               20               6               3              HE               2   45385006
               20               6               4              HE               2   45485006
               20               6               5              HE               2   45585006
               20               6               6              HE               2   45685006
               16               7               4              HE               2   45484007
               17               7               2              HE               2   45284407
               17               7               3              HE               2   45384407
               18               7               1              HE               2   45184807
               18               7               2              HE               2   45284807
               18               7               3              HE               2   45384807
               18               7               4              HE               2   45484807
               18               7               5              HE               2   45584807
               19               7               1              HE               2   45184C07
               19               7               2              HE               2   45284C07
               19               7               3              HE               2   45384C07
               19               7               4              HE               2   45484C07
               19               7               5              HE               2   45584C07
               19               7               6              HE               2   45684C07
               20               7               1              HE               2   45185007
               20               7               2              HE               2   45285007
               20               7               3              HE               2   45385007
               20               7               4              HE               2   45485007
               20               7               5              HE               2   45585007
               20               7               6              HE               2   45685007
